"Timestamp","career","salary","nation","country","background","years","bioinformatics","position","papers","author","like","dislike","happy","tools","applications","future","question","languages"
07/10/2008 07:40:00,"academia",48000,"europe","europe","math",15,"Genome analysis, Sequence analysis, Phylogenetics, Databases and Ontologies","Senior Post doc / Senior Scientist",32,28,"The area of bioinformatics you work in, Your relationship with your collegues, The aims of the faculty/company you work for","The work you do day-to-day, The pay",8,"blast, clustal, seqlab, jalview, interpro, pubmed","NA",20,"i see the need for more formal data validation and integration systems (ontologies, databases, quality control,...) and rigourous statistical analysis of the large, noisy datasets","C/C++, unix scripts"
07/10/2008 07:47:00,"academia",477,"europe","europe","cs",1,"Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",2,0,"The area of bioinformatics you work in, Your relationship with your manager/boss, Your relationship with your collegues, The aims of the faculty/company you work for, Flexibility of hours and holidays","Your achievements so far in your career, Writing papers, The pay",7,"NA","NA",3,"NA","C#"
07/10/2008 07:54:00,"industry",200000,"NA","NA","NA",2,"Data and Text Mining","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, The pay, Flexibility of hours and holidays",,10,"NA","NA",30,"NA","Perl, Java"
07/10/2008 08:39:00,"academia",39600,"europe","europe","bio",1,"Systems Biology, Databases and Ontologies","Masters / PhD / Entry Level",2,0,"The work you do day-to-day, Your relationship with your collegues, Flexibility of hours and holidays","Writing papers, The pay",8,"blast","NA",2,"i see bioinformatics still working on basic research but also for a big amount in personalized medicine","Java, C#"
07/10/2008 10:02:00,"academia",25000,"europe","europe","cs",5,"Genome analysis, Sequence analysis, Structural Bioinformatics, Systems Biology, Databases and Ontologies","Post Doc / Research Scientist",4,3,"The area of bioinformatics you work in, The work you do day-to-day, Flexibility of hours and holidays","Your relationship with your manager/boss, The pay, The aims of the faculty/company you work for",5,"NA","NA",3,"NA","Python, C/C++"
07/10/2008 12:53:00,"industry",75000,"europe","europe","bio",3,"Genome analysis, Sequence analysis","Post Doc / Research Scientist",4,0,"The area of bioinformatics you work in, The aims of the faculty/company you work for",,"NA","clc genomic workbench","google;ncbi",30,"NA","Java"
07/10/2008 15:19:00,"academia",,"europe","europe","bio",2,"Gene expression, Genetics and population analysis, Systems Biology","Masters / PhD / Entry Level","NA","NA","The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your manager/boss, Your relationship with your collegues, Flexibility of hours and holidays","The aims of the faculty/company you work for",9,"r,blast,databases","fatigo, wormbase search",30,"as an essential element in biological and biomedical science.","Perl, R"
07/10/2008 15:39:00,"academia",67000,"north america","north america","cs",15,"Sequence analysis, Data and Text Mining","Post Doc / Research Scientist",6,0,"The area of bioinformatics you work in, The work you do day-to-day, Flexibility of hours and holidays","Your achievements so far in your career, Your relationship with your manager/boss, The pay",5,"blast, crossmatch, phred, phrap, various assembly programs","google",10,"lots of data which we are still trying to make sense of.","Perl"
07/10/2008 20:55:00,"industry",150000,"north america","north america","cs",10,"Genome analysis, Gene expression, Genetics and population analysis, Databases and Ontologies","PI / Group Leader / Team Leader","NA",1,"The area of bioinformatics you work in, Flexibility of hours and holidays","Your achievements so far in your career, Your relationship with your manager/boss, The pay",9,"NA","google",20,"i have mixed feelings about the field of bioinformatics: exciting/promissing and full of hot air.  it is hard to find honest-to-goodness research with meaningful data, backed by experiments.  it is extremely frustrating to get public data, wading through the papers to find out that the papers do not quite reflect the data.    1. there must be more standards put on published data. the standards should ensure for reproducible data, whether experimental or algorithmic.  2. there should be less databases, and data should be integratable.   3. more visualization tools.","Java, C/C++, R, xml"
07/11/2008 02:12:00,"industry",50000,"north america","north america","cs",0,"Genome analysis, Sequence analysis","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, The work you do day-to-day",,8,"ucsc genome browser, ncbi databases, nextgene","google, ncbi, ucsc",50,"NA","Perl, C/C++"
07/11/2008 04:36:00,"academia",16800,"asia","north america","bio",1,"Genome analysis, Systems Biology","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, The work you do day-to-day","Writing papers, The pay",8,"mega","ncbi,google scholar,",100,"NA","Perl, Java, Lisp, C/C++"
07/11/2008 05:08:00,"academia",36000,"asia","north america","bio",4,"Genome analysis, Sequence analysis","Masters / PhD / Entry Level",7,2,"The area of bioinformatics you work in, Your achievements so far in your career, The aims of the faculty/company you work for","The pay",8,"mfold, mummer, bioperl, blast, blat,","ucsc genome browser, ncbi, google docs",4,"NA","Perl"
07/11/2008 06:51:00,"academia",31000,"europe","europe","cs",2,"Systems Biology","Masters / PhD / Entry Level",5,3,"The work you do day-to-day, The aims of the faculty/company you work for, Flexibility of hours and holidays","The pay",8,"interoporc, trac","interoporc, uniprot",40,"from the international perspective, i see bioinformatics just the same as now with new techniques and new questions. in france, bioinformatics is not developed enough in my opinion. i hope it will be better in 10 years with leaders and known labs.","Java, R"
07/11/2008 11:46:00,"NA",6000,"asia","asia","bio",2,"Sequence analysis, Phylogenetics, Structural Bioinformatics, Data and Text Mining, Databases and Ontologies","PI / Group Leader / Team Leader","NA","NA","The area of bioinformatics you work in, The aims of the faculty/company you work for, Flexibility of hours and holidays","Your relationship with your manager/boss, The pay",8,"for training and analysis i make use of swisspdbviewer,,autodock tools,hex, argus lab, modeler,,all opensource tools","google search engine, bioinformatics webbrowsers",10,"a successful entreprenuer in the field of bioinformatics. since its a futuristic science, it will definitely have its own hold in future","Perl, Python"
07/11/2008 15:29:00,"academia",58000,"europe","europe","bio",2,"Sequence analysis","Post Doc / Research Scientist",8,3,"The area of bioinformatics you work in, The work you do day-to-day, Flexibility of hours and holidays","Writing papers, The pay",8,"NA","google reader","NA","NA","Perl, Python, C/C++, R, bash"
07/11/2008 17:34:00,"academia",0,"europe","europe","bio",1,"Structural Bioinformatics","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, The aims of the faculty/company you work for, Flexibility of hours and holidays","Your achievements so far in your career, Writing papers, The pay",8,"whatif","google schoolar, google,",70,"is the field of the future, it will be necessary to manage with all the data both resourch data or personal data of the patient","Python, sql"
07/11/2008 18:11:00,"academia",17000,"latin america","latin america","bio",2,"Genome analysis, Sequence analysis, Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",2,1,"The area of bioinformatics you work in, The work you do day-to-day, The aims of the faculty/company you work for",,10,"blast, clustalw, interpro scan","collabtive, remember the milk, google calendar, google docs, google apps, ebi tools",55,"NA","Perl, C/C++, PHP"
07/11/2008 20:24:00,"academia",120,"europe","europe","other",0,,"Senior Post doc / Senior Scientist",50,25,"Writing papers, Your relationship with your collegues, The pay","The area of bioinformatics you work in, Your relationship with your manager/boss, The aims of the faculty/company you work for",8,"NA","wordpress,blogger,google",12,"NA","Python"
07/11/2008 21:50:00,"academia",50000,"north america","north america","bio/cs",10,"Systems Biology","Post Doc / Research Scientist",10,3,"The area of bioinformatics you work in, Your relationship with your collegues, Flexibility of hours and holidays","The work you do day-to-day, Your achievements so far in your career, The pay",7,"blast, mummer, hmmer, bioconductor","wordpress",10,"much as today -- but more data, more statistics","Perl, Java, C/C++, R"
07/12/2008 00:20:00,"academia",50000,"europe","north america","bio",13,"Genome analysis, Sequence analysis, Phylogenetics, Genetics and population analysis","Senior Post doc / Senior Scientist",11,5,"The area of bioinformatics you work in, The work you do day-to-day, Flexibility of hours and holidays","Your achievements so far in your career, Writing papers, The pay",8,"geneious, blast, repeatmasker, mafft","wordpress, twitter, google docs, friendfeed, citeulike, connotea",35,"more defined.","Python, C/C++, R, Matlab"
07/12/2008 05:00:00,"academia",18000,"asia","asia","bio",3,"Genetics and population analysis","Masters / PhD / Entry Level",2,1,"Your relationship with your manager/boss, Your relationship with your collegues, Flexibility of hours and holidays","The area of bioinformatics you work in, The pay, The aims of the faculty/company you work for",5,"plink, simwalk2, mega2","NA",1,"will be more specialized in providing services (but not analysis) to biological researchers or even general public","Perl, Python, Ruby"
07/12/2008 11:00:00,"academia",31806,"europe","europe","bio",1,"Systems Biology","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your manager/boss","Writing papers, The pay",9,"biomodels database, ipython, scipy, numpy","wordpress, gmail, google reader, google docs,",20,"i think the synthetic biology will become bigger and bigger and a new area in the bioinformatics will develop to provide tools and softwares to handle all this new type of information","Java, Python"
07/12/2008 12:55:00,"NA",,"asia","north america","bio/math","NA",,"Masters / PhD / Entry Level","NA","NA",,,"NA","NA","NA","NA","NA",
07/12/2008 15:41:00,"academia",1800,"europe","europe","bio",4,"Genome analysis, Sequence analysis, Phylogenetics","Masters / PhD / Entry Level",3,3,"The area of bioinformatics you work in, The work you do day-to-day, Your achievements so far in your career, Your relationship with your manager/boss, Your relationship with your collegues, Flexibility of hours and holidays","Writing papers, The pay",8,"muscle,t_coffee,phyml,phylip,blast,hmmer","phylogeny.fr,ncbi blast,ucsc genome browser,pfam,interpro",50,"back to the wet lab","Python, R"
07/12/2008 19:01:00,"academia",3000,"asia","asia","bio",4,"Sequence analysis, Structural Bioinformatics, Gene expression","Masters / PhD / Entry Level",1,1,"The area of bioinformatics you work in, Writing papers, Flexibility of hours and holidays","Your relationship with your manager/boss, Flexibility of hours and holidays",6,"paint, gibbs sampler, autodock","google docs",30,"a stage where computer simulation, prediction and modeling of biological phenomena reaches a stage that matches the accuracy and confidence of traditional wet lab methodology and answers the most pressing problems of biology.","Perl, Python"
07/12/2008 21:04:00,"academia",40000,"north america","north america","bio",2,"Genome analysis, Structural Bioinformatics, Gene expression, Systems Biology, Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",3,1,"The work you do day-to-day, Your relationship with your collegues, Flexibility of hours and holidays","The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your manager/boss",6,"ingenuity pathway analysis, matlab,","google docs, laboratree, dotproject,",20,"NA","Perl, Python, Matlab, PHP"
"7/13/2008 3:08:58","industry",173000,"north america","north america","math",7,"Gene expression, Systems Biology, Data and Text Mining","PI / Group Leader / Team Leader",10,6,"The area of bioinformatics you work in, The work you do day-to-day, Your achievements so far in your career, Your relationship with your collegues, The pay, The aims of the faculty/company you work for",,9,"cytoscape","genego,google,geo",15,"skills now called 'bioinformatics' or 'computational biology' will gradually absorb into other fields so that 1) many biologists will have the statistical and computational skills, 2) statisticians will have learned the biology. am seeing it now in industry that 'computational biology' is seen as a 'nice to have' skill and with growing pressure to cut costs etc see other groups/disciplines encroaching upon the field.","C/C++, R"
"7/13/2008 9:20:50","academia",28766,"europe","europe","cs",2,"Genome analysis, Sequence analysis, Phylogenetics, Gene expression, Genetics and population analysis, Systems Biology, Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",0,0,"Your achievements so far in your career, Your relationship with your manager/boss, Your relationship with your collegues, The aims of the faculty/company you work for, Flexibility of hours and holidays","The pay",8,"bioconductor, ebi web services, blast, taverna","wordpress, thinking about twitter",5,"tending towards the systems biology side, a greater  understanding of the role and importance of micrornas and hopefully better collaborations between all groups out there. completion of the human proteome and good models of the basic model organisms. less reliance of wet lab scientist and more robotic scientists with more emphasis on bioinformaticians.   good model of evolution.   increase in salary...i hope.","Python, C/C++, R"
"7/13/2008 12:44:57","academia",50000,"europe","europe","bio",8,"Genome analysis, Sequence analysis, Phylogenetics, Genetics and population analysis, Data and Text Mining, Databases and Ontologies","Senior Post doc / Senior Scientist",8,7,"The work you do day-to-day, Your relationship with your collegues, Flexibility of hours and holidays","The area of bioinformatics you work in, The pay, The aims of the faculty/company you work for",7,"NA","NA",10,"NA","Perl, Python, C/C++, R"
"7/13/2008 14:26:18","academia",14800,"europe","europe","NA",2,"Genome analysis, Data and Text Mining","Masters / PhD / Entry Level",3,2,"The area of bioinformatics you work in, Your achievements so far in your career, Flexibility of hours and holidays","Writing papers, The pay",8,"NA","NA",5,"NA","Java, Matlab"
"7/13/2008 15:13:40","academia",50000,"oceana","oceana","bio",2,"Genome analysis, Sequence analysis, Phylogenetics, Gene expression, Genetics and population analysis","Post Doc / Research Scientist",11,5,"The work you do day-to-day, Writing papers, Your relationship with your collegues","The pay",8,"NA","NA",50,"NA","Perl"
"7/14/2008 6:03:34","NA",68000,"north america","north america","math",2,"Sequence analysis, Structural Bioinformatics, Databases and Ontologies","Masters / PhD / Entry Level",3,1,"The area of bioinformatics you work in, Your achievements so far in your career, Your relationship with your collegues",,10,"NA","NA",20,"moving toward proteomics and systemics, more tools to characterize an individuals genomic traits for personalized medicine, etc.","Perl, javascript"
"7/14/2008 9:53:11","academia",25400,"europe","europe","bio",5,"Genome analysis, Sequence analysis, Gene expression","Post Doc / Research Scientist",6,2,"The area of bioinformatics you work in, Flexibility of hours and holidays","Your relationship with your manager/boss, The pay",6,"mysql, vim","NA",1,"NA","Python, R, php"
"7/14/2008 11:53:22","academia",,"asia","asia","bio",5,"Genome analysis, Sequence analysis","Masters / PhD / Entry Level",7,6,"The area of bioinformatics you work in, Flexibility of hours and holidays","The pay",8,"blast","ncbi",20,"NA","Perl"
"7/14/2008 12:04:34","academia",30000,"europe","europe","bio",1,"Sequence analysis, Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",1,1,"The area of bioinformatics you work in, The work you do day-to-day, Flexibility of hours and holidays","Your achievements so far in your career",7,"NA","mrs",3,"NA","Java, Python"
"7/14/2008 13:08:44","industry",104000,"north america","north america","bio",10,"Genome analysis, Sequence analysis, Gene expression, Genetics and population analysis, Systems Biology, Data and Text Mining","PI / Group Leader / Team Leader",0,0,"The area of bioinformatics you work in, Your achievements so far in your career, The aims of the faculty/company you work for","The work you do day-to-day, Your achievements so far in your career, The aims of the faculty/company you work for",7,"blast, cytoscape, and i'm always looking for more next generation sequencing software tools","wordpress, twitter, google docs, ncbi's e-utils",5,"""systems biology"" will become a more integrated science - instead of having pockets of data everywhere, management will finally listen and we'll finally get away from data warehousing and spend our time federating data through virtual means.  in ten years the internet will be the platform, computing will be ubiquitious.","Perl, Java, R"
"7/14/2008 13:15:37","academia",1429,"asia","asia","bio",1,"Genome analysis, Sequence analysis, Structural Bioinformatics, Gene expression","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, Your achievements so far in your career, The pay","The work you do day-to-day, Your relationship with your manager/boss, The aims of the faculty/company you work for",10,"NA","NA","NA","NA","Perl, C/C++"
"7/14/2008 14:50:36","academia",,"europe","europe","bio",2,"Genome analysis, Sequence analysis","Masters / PhD / Entry Level",1,0,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your collegues","Your achievements so far in your career, The pay",9,"artemis, blast","NA",10,"NA","Python"
"7/14/2008 15:08:15","academia",22000,"north america","north america","bio",2,"Genome analysis, Systems Biology, Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",2,0,"The area of bioinformatics you work in, The work you do day-to-day","Your achievements so far in your career, Writing papers, The aims of the faculty/company you work for",7,"blast, clustalw","friendfeed, twitter, igoogle, snackr, firefox",50,"somewhat akin to molecular biology of the 90s.  a significant part of bioinformatics will be providing services to other fields of research (genomics, structural biology, etc.).  i see research in bioinformatics moving away from scrutiny of single genomes toward the construction and analysis of larger and larger biological systems.  i also think bioinformatics will completely alter the way we think about the concept of 'species,' particularly on a microbiological level.","Perl, Java, Python"
"7/14/2008 15:12:54","academia",70500,"asia","north america","cs",4,"Genome analysis, Sequence analysis, Systems Biology, Data and Text Mining","Masters / PhD / Entry Level",6,2,"The area of bioinformatics you work in, Your achievements so far in your career, Flexibility of hours and holidays","The work you do day-to-day, Writing papers, The pay",8,"NA","NA",10,"NA","Perl, Java"
"7/14/2008 16:20:17","academia",,"europe","europe","chem",8,"Genome analysis, Sequence analysis, Structural Bioinformatics","Senior Post doc / Senior Scientist",11,7,"The work you do day-to-day, The pay, Flexibility of hours and holidays","Your achievements so far in your career",8,"mysql, r, blast, vmatch, hmmer, ensembl, pdb, uniref90, jalview","zotero",10,"bioinformatics won't be so much a field in it's own right. it will be tightly integrated with wet lab science. all bench scientists will be doing some bioinformatics on a routine basis.","Perl, C/C++, R"
"7/14/2008 16:38:17","industry",41000,"north america","north america","bio",0.5,"Genome analysis, Sequence analysis, Data and Text Mining","Masters / PhD / Entry Level",1,0,"Your achievements so far in your career, The aims of the faculty/company you work for, Flexibility of hours and holidays","The work you do day-to-day, Your relationship with your manager/boss, Your relationship with your collegues",7,"clustalw, hmmer, poa","google docs, twitter, facebook, myspace, google,genebank",19,"i think there is still going to be high demand for bioinformaticians.  as we develop better tools that make sequencing cheaper and easier, the influx of data is going to require analysis that cannot be done, or require more skill with current tools, than your average life scientist will be willing/able to put in the time to acquire.","Perl, Java"
"7/14/2008 16:48:20","academia",65000,"europe","north america","cs",6,"Genome analysis, Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",2,5,"The area of bioinformatics you work in, Your relationship with your manager/boss, The aims of the faculty/company you work for, Flexibility of hours and holidays","Your achievements so far in your career, The pay",7,"blast, cd-hit","NA",5,"i believe bioinformatics will become less ""independent"" as a discipline. scientists from other fields will have more access to programming languages and databases. the 'computer background' will transform itself from just being a phrase to an actual skill set that people will be able to apply. the good news is that there will still be plenty of opportunities for the true bearers of the breed. high throughput techniques will provide sheer amounts of new information, hence keeping the demand for bioinformaticians ever present.","Php"
"7/14/2008 17:11:59","academia",30000,"europe","europe","cs",3,"Genome analysis, Sequence analysis, Gene expression, Genetics and population analysis","Masters / PhD / Entry Level",3,0,"The area of bioinformatics you work in, Your achievements so far in your career, Writing papers, Your relationship with your collegues","Your achievements so far in your career, Writing papers, Your relationship with your manager/boss",7,"scipy, numpy, blast, maq, svm","google docs, google calendar, blogger, doodle, ucsc genome browser, ensembl, gmail, svn, eclipse, lsf",27.5,"separated into quite distinct groups, in order of computer science vs. biology:  1. large scale, specialized service providers (data storage, genome browsers, etc) 2. small computational groups with little contact with biology groups developing web services and r/perl/... packages  3. small, dedicated computational research groups with(in) wetlab groups developing statistical/computational methods for understanding wetlab data.","Perl, Python, R"
"7/14/2008 17:38:22","academia",25300,"europe","europe","bio",6,"Genome analysis, Structural Bioinformatics, Systems Biology","Masters / PhD / Entry Level",3,1,"The work you do day-to-day, Your achievements so far in your career, Flexibility of hours and holidays","Your relationship with your manager/boss",8,"blast, hmmer, sam, ssap, prc, cytoscape","NA",30,"NA","Perl"
"7/14/2008 22:29:35","academia",67080,"europe","europe","bio",6,"Genome analysis, Sequence analysis, Phylogenetics, Gene expression, Genetics and population analysis, Systems Biology","Post Doc / Research Scientist",14,2,"The area of bioinformatics you work in",,9,"NA","NA",25,"NA","Perl, R"
"7/15/2008 8:09:13","academia",25000,"asia","asia","bio",2,"Genome analysis, Sequence analysis, Gene expression, Data and Text Mining","Masters / PhD / Entry Level",2,1,"The area of bioinformatics you work in, The work you do day-to-day, Your achievements so far in your career","The pay",9,"blast, sam, tmev","ucsc genome browser, galaxy, stamp",40,"md with good knowledge of bioinformatics","Perl, R"
"7/15/2008 8:28:27","NA",12000,"africa","africa","bio",2,"Genome analysis, Sequence analysis, Structural Bioinformatics","Masters / PhD / Entry Level",1,1,"The area of bioinformatics you work in, The work you do day-to-day, Flexibility of hours and holidays","Writing papers, The pay",5,"multiple alignment, phylogenetic tree builder, genome assembler, gene prediction, protein structure prediction, sequence manipulations","NA",5,"applied bioinformatics will be a basic skill possessed by all scientists. and bioinformaticians will continue growing exponentially.","Perl"
"7/15/2008 9:57:23","academia",28000,"asia","europe","bio",5,"Genome analysis, Sequence analysis, Structural Bioinformatics, Gene expression, Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",11,4,"The work you do day-to-day, Your achievements so far in your career, Writing papers","Your relationship with your manager/boss",10,"r statistical package,  visual molecular dynamics (vmd), signalmap (nimblegen), iupred, microsoft excel","ucsc genome browser,  foldindex, primer3, pfam, ncbi-blast, ncbi-geo, ncbi-pubmed, other ncbi searches, gmail, google, nature network, nature, cell",30,"bioinformatics will better survive with experimental science, rather than an independent field. there will always be scope in the academics/research. i am not sure about opportunities in bioinformatics companies.","Perl, R"
"7/15/2008 12:48:04","academia",46000,"asia","north america","bio",3,"Sequence analysis, Structural Bioinformatics, Data and Text Mining","Post Doc / Research Scientist",12,4,"The work you do day-to-day, Your relationship with your collegues, Flexibility of hours and holidays","Your achievements so far in your career, Writing papers, The pay",3,"jalview,dnastar","wordpress,google docs, gmail",4,"the same place crystallography is now. its a technique that requires a high level of training , but in the end its still a technique.  so average bioinformaticians will end up in data-analysis and number crunching sweat shops. the good ones will have faculty jobs improving the technique in little steps. the smart ones will fund companies and hire the above two categories and make money thorugh efficient application of the technique. bottom line , calling oneself a bioinformatician will almost certainly qualify for the first of these categories. to belong to the other two categories will take a lot of convincing to do!..so its better to say for eg. i am a biochemist with extensive training in bioinformatics than just say i am a bioinformatician","Perl, Java, Python"
"7/15/2008 14:46:34","academia",25000,"europe","europe","bio",7,"Genome analysis, Databases and Ontologies","Post Doc / Research Scientist",7,2,"The area of bioinformatics you work in, Flexibility of hours and holidays","The pay",8,"blast","NA",5,"NA","Java"
"7/15/2008 17:29:16","academia",,"asia","north america","math",1,"Genome analysis, Genetics and population analysis","Post Doc / Research Scientist","NA","NA",,,"NA","NA","NA","NA","NA",
"7/15/2008 17:38:28","academia",0,"asia","asia","bio",0,"Systems Biology","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in","The work you do day-to-day, Your achievements so far in your career, The pay",5,"NA","NA","NA","NA","Matlab"
"7/15/2008 21:33:10","academia",18000,"asia","north america","cs",5,"Sequence analysis, Gene expression","Masters / PhD / Entry Level",3,2,"The area of bioinformatics you work in, Your relationship with your manager/boss, Flexibility of hours and holidays","Your achievements so far in your career, Writing papers, The pay",8,"blast, exalin, sim4, mpi","google, pubmed",10,"personalized medicine, cancer research with better treatments","Perl, Java"
"7/15/2008 21:48:23","academia",12000,"europe","europe","math",3,"Sequence analysis, Systems Biology","Masters / PhD / Entry Level",0.5,1,"The area of bioinformatics you work in, Your relationship with your collegues, Flexibility of hours and holidays","The pay",8,"blast, dotplot ...","NA",25,"NA","Perl, Java, Python, C/C++, R"
"7/15/2008 21:48:42","academia",,"north america","north america","bio/math",11,"Genome analysis, Sequence analysis, Gene expression, Databases and Ontologies","Professor / Senior Managment",50,35,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your collegues","Writing papers",8,"blat, mysql, r","NA",20,"disappearing, like molecular biology has disappeared in the last 10 years.  it will be absorbed into the other fields of biology (genetics, biochemistry, etc)","Perl"
"7/16/2008 5:52:36","academia",,"asia","asia","bio","NA","Data and Text Mining","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, Your relationship with your collegues, Flexibility of hours and holidays","Writing papers, Your relationship with your collegues, The aims of the faculty/company you work for",7,"rasmol,phylip,phyton","nil","NA","i think its a fast developing course in due course in ten years it will b an leading industry like software courses","C/C++"
"7/16/2008 6:55:03","NA",,"NA","NA","NA","NA","Structural Bioinformatics, Gene expression","Masters / PhD / Entry Level","NA","NA","The area of bioinformatics you work in, The pay, The aims of the faculty/company you work for",,7,"NA","NA","NA","one of the best scientist in the world","Perl, Java, C/C++, R"
"7/16/2008 10:34:50","academia",1500,"asia","asia","bio",6,"Genome analysis, Sequence analysis","PI / Group Leader / Team Leader",57,20,"The area of bioinformatics you work in, The work you do day-to-day, Your achievements so far in your career",,10,"NA","NA",20,"NA",
"7/16/2008 11:19:36","industry",,"asia","asia","other",3,"Sequence analysis, Gene expression","Senior Post doc / Senior Scientist","NA","NA",,,8,"NA","NA",20,,"Perl, R"
"7/16/2008 12:29:17","academia",68500,"europe","europe","bio",6,"Systems Biology, Data and Text Mining, Databases and Ontologies","Post Doc / Research Scientist",8,3,"The area of bioinformatics you work in, Your relationship with your collegues",,7,"blast, brenda","google, brenda",15,"key role in the new field of systems biology, standard in nearly every modern biological laboratory","Java, Python, R"
"7/16/2008 12:44:46","academia",34000,"oceana","oceana","bio",2,"Genome analysis, Sequence analysis, Phylogenetics, Genetics and population analysis","Masters / PhD / Entry Level",0,0,"Your relationship with your manager/boss, The aims of the faculty/company you work for, Flexibility of hours and holidays","The area of bioinformatics you work in, The work you do day-to-day, Your achievements so far in your career",5,"blast, paup*, clustalw, pathwaytools, artemis, emboss, suite of tools from dtu, shell scripts have become my best friend - but i guess they're not bioinformatics specific...","ip data, so apart from searching for papers, don't use too many web apps,",60,"branched further, theoretical and practical - with the practical having an enhance stronger collaborative connection with wetlab researchers","Perl, R"
"7/16/2008 15:28:34","academia",31000,"asia","north america","bio",7,"Genome analysis, Sequence analysis, Gene expression","Post Doc / Research Scientist",4,3,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your collegues","The pay, Flexibility of hours and holidays",8,"blast, clustal, muscle","NA",30,"more informatics than biology. but there will be a niche where biologists will be required.","Perl, R"
"7/16/2008 17:41:14","NA",,"north america","north america","math","NA",,"Masters / PhD / Entry Level","NA","NA",,,"NA","NA","NA","NA","NA","Perl, C/C++, R"
"7/16/2008 18:02:30","academia",18000,"europe","europe","cs",4,"Gene expression, Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",8,3,"The area of bioinformatics you work in, Your achievements so far in your career, Writing papers","Your relationship with your manager/boss, The pay, The aims of the faculty/company you work for",6,"bioconductor, biopython","gene ontology, transfac",30,"first places in the science community","Python, R"
"7/16/2008 18:27:40","academia",5000,"asia","asia","bio",3,"Gene expression","Masters / PhD / Entry Level",1,1,"The area of bioinformatics you work in, The work you do day-to-day, The aims of the faculty/company you work for","Your achievements so far in your career, Writing papers, The pay",10,"entrez gene,sage map,blast,cn3d,map viewer,blink,ieb","google docs & spreadsheets,crm software,twitter",30,"very demanding,emerging,challenging and benificial for all trades of life sciences........","Perl, Java, Python, C/C++"
"7/17/2008 2:04:33","industry",,"asia","asia","bio",4,"Genome analysis","PI / Group Leader / Team Leader","NA","NA","The area of bioinformatics you work in","Writing papers, The pay, Flexibility of hours and holidays",8,"NA","google analytics, google webmaster tools, google reader, google blog search",5,"progressive. but not sure upto what extenet.","Perl"
"7/17/2008 9:11:10","academia",,"africa","africa","bio",2,"Genome analysis, Sequence analysis, Gene expression, Databases and Ontologies","Masters / PhD / Entry Level","NA","NA","The work you do day-to-day, Your achievements so far in your career, The aims of the faculty/company you work for","Writing papers",8,"blast, hmmer,","google doc, wordpress",10,"obsolete","Perl, Ruby, R"
"7/17/2008 9:15:15","NA",0,"asia","asia","bio",0,"Genome analysis, Sequence analysis, Structural Bioinformatics, Gene expression, Systems Biology, Data and Text Mining","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, The pay","Writing papers, Your relationship with your manager/boss, Your relationship with your collegues",7,0,"NA",0,0,"Perl"
"7/17/2008 9:45:50","industry",45000,"europe","europe","bio",7,"Sequence analysis, Systems Biology, Data and Text Mining, Databases and Ontologies","Post Doc / Research Scientist",1,0,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your collegues","Your achievements so far in your career, Your relationship with your manager/boss, The aims of the faculty/company you work for",8,"srs, cell designer, db visualizer, r","ingenuity ipa, metacore genego",15,"big field, including a lot of different disciplines (system biology, imaging, -omics)","Perl, R"
"7/17/2008 16:45:35","industry",,"asia","asia","bio",1,,"Masters / PhD / Entry Level","NA","NA",,,7,"NA","NA","NA","NA","Java, Smalltalk, C/C++, "
"7/17/2008 17:55:19","academia",36000,"asia","north america","bio",5,"Genome analysis, Sequence analysis, Gene expression","Post Doc / Research Scientist",4,1,"The area of bioinformatics you work in, The work you do day-to-day, The aims of the faculty/company you work for","Writing papers, The pay, Flexibility of hours and holidays",8,"pattern finding tools, sequence analysis tools,","primer3, reversecomplement, sequencelogos",25,"i see that it will become more common, more standard operating protocols and data-storage and distribution methods will have been established.","Perl"
